ensembl_gene_id_version	gene_biotype	external_gene_name	description
ENSG00000092295.12	protein_coding	TGM1	transglutaminase 1 [Source:HGNC Symbol;Acc:HGNC:11777]
ENSG00000092330.19	protein_coding	TINF2	TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]
ENSG00000092439.16	protein_coding	TRPM7	transient receptor potential cation channel subfamily M member 7 [Source:HGNC Symbol;Acc:HGNC:17994]
ENSG00000092445.12	protein_coding	TYRO3	TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]
ENSG00000092470.12	protein_coding	WDR76	WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773]
ENSG00000092529.25	protein_coding	CAPN3	calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480]
ENSG00000092531.10	protein_coding	SNAP23	synaptosome associated protein 23 [Source:HGNC Symbol;Acc:HGNC:11131]
ENSG00000092841.19	protein_coding	MYL6	myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587]
ENSG00000092871.17	protein_coding	RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:24821]
ENSG00000092929.13	protein_coding	UNC13D	unc-13 homolog D [Source:HGNC Symbol;Acc:HGNC:23147]
ENSG00000094796.5	protein_coding	KRT31	keratin 31 [Source:HGNC Symbol;Acc:HGNC:6448]
ENSG00000094804.12	protein_coding	CDC6	cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744]
ENSG00000095906.17	protein_coding	NUBP2	NUBP iron-sulfur cluster assembly factor 2, cytosolic [Source:HGNC Symbol;Acc:HGNC:8042]
ENSG00000095917.14	protein_coding	TPSD1	tryptase delta 1 [Source:HGNC Symbol;Acc:HGNC:14118]
ENSG00000099364.18	protein_coding	FBXL19	F-box and leucine rich repeat protein 19 [Source:HGNC Symbol;Acc:HGNC:25300]
ENSG00000099365.11	protein_coding	STX1B	syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539]
ENSG00000099377.14	protein_coding	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:HGNC Symbol;Acc:HGNC:18324]
ENSG00000099381.19	protein_coding	SETD1A	SET domain containing 1A, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29010]
ENSG00000099385.12	protein_coding	BCL7C	BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]
ENSG00000099769.6	protein_coding	IGFALS	insulin like growth factor binding protein acid labile subunit [Source:HGNC Symbol;Acc:HGNC:5468]
ENSG00000099814.17	protein_coding	CEP170B	centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]
ENSG00000100433.16	protein_coding	KCNK10	potassium two pore domain channel subfamily K member 10 [Source:HGNC Symbol;Acc:HGNC:6273]
ENSG00000100439.11	protein_coding	ABHD4	abhydrolase domain containing 4, N-acyl phospholipase B [Source:HGNC Symbol;Acc:HGNC:20154]
ENSG00000100441.10	protein_coding	KHNYN	KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166]
ENSG00000100442.11	protein_coding	FKBP3	FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719]
ENSG00000100445.18	protein_coding	SDR39U1	short chain dehydrogenase/reductase family 39U member 1 [Source:HGNC Symbol;Acc:HGNC:20275]
ENSG00000100448.4	protein_coding	CTSG	cathepsin G [Source:HGNC Symbol;Acc:HGNC:2532]
ENSG00000100450.13	protein_coding	GZMH	granzyme H [Source:HGNC Symbol;Acc:HGNC:4710]
ENSG00000100453.14	protein_coding	GZMB	granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]
ENSG00000100461.18	protein_coding	RBM23	RNA binding motif protein 23 [Source:HGNC Symbol;Acc:HGNC:20155]
ENSG00000100462.16	protein_coding	PRMT5	protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894]
ENSG00000100473.18	protein_coding	COCH	cochlin [Source:HGNC Symbol;Acc:HGNC:2180]
ENSG00000100478.16	protein_coding	AP4S1	adaptor related protein complex 4 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:575]
ENSG00000100479.14	protein_coding	POLE2	DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]
ENSG00000100483.14	protein_coding	VCPKMT	valosin containing protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20352]
ENSG00000100485.12	protein_coding	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:11188]
ENSG00000100490.10	protein_coding	CDKL1	cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781]
ENSG00000100504.17	protein_coding	PYGL	glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725]
ENSG00000100505.14	protein_coding	TRIM9	tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]
ENSG00000100519.12	protein_coding	PSMC6	proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]
ENSG00000100522.10	protein_coding	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]
ENSG00000100523.16	protein_coding	DDHD1	DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]
ENSG00000100526.21	protein_coding	CDKN3	cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]
ENSG00000100528.12	protein_coding	CNIH1	cornichon family AMPA receptor auxiliary protein 1 [Source:HGNC Symbol;Acc:HGNC:19431]
ENSG00000100532.13	protein_coding	CGRRF1	cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528]
ENSG00000100554.12	protein_coding	ATP6V1D	ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]
ENSG00000100557.10	protein_coding	CCDC198	coiled-coil domain containing 198 [Source:HGNC Symbol;Acc:HGNC:20189]
ENSG00000100558.9	protein_coding	PLEK2	pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238]
ENSG00000100564.9	protein_coding	PIGH	phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]
ENSG00000100565.16	protein_coding	LRRC74A	leucine rich repeat containing 74A [Source:HGNC Symbol;Acc:HGNC:23346]
ENSG00000100567.13	protein_coding	PSMA3	proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]
ENSG00000100568.11	protein_coding	VTI1B	vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793]
ENSG00000100575.14	protein_coding	TIMM9	translocase of inner mitochondrial membrane 9 [Source:HGNC Symbol;Acc:HGNC:11819]
ENSG00000100577.19	protein_coding	GSTZ1	glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]
ENSG00000100578.18	protein_coding	KIAA0586	KIAA0586 [Source:HGNC Symbol;Acc:HGNC:19960]
ENSG00000100580.8	protein_coding	TMED8	transmembrane p24 trafficking protein family member 8 [Source:HGNC Symbol;Acc:HGNC:18633]
ENSG00000100583.5	protein_coding	SAMD15	sterile alpha motif domain containing 15 [Source:HGNC Symbol;Acc:HGNC:18631]
ENSG00000100591.8	protein_coding	AHSA1	activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]
ENSG00000100592.16	protein_coding	DAAM1	dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]
ENSG00000100593.18	protein_coding	ISM2	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]
ENSG00000100596.8	protein_coding	SPTLC2	serine palmitoyltransferase long chain base subunit 2 [Source:HGNC Symbol;Acc:HGNC:11278]
ENSG00000100599.16	protein_coding	RIN3	Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]
ENSG00000100600.15	protein_coding	LGMN	legumain [Source:HGNC Symbol;Acc:HGNC:9472]
ENSG00000100601.10	protein_coding	ALKBH1	alkB homolog 1, histone H2A dioxygenase [Source:HGNC Symbol;Acc:HGNC:17911]
ENSG00000100603.14	protein_coding	SNW1	SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]
ENSG00000100604.13	protein_coding	CHGA	chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929]
ENSG00000100605.17	protein_coding	ITPK1	inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:HGNC:6177]
ENSG00000100612.14	protein_coding	DHRS7	dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524]
ENSG00000100614.18	protein_coding	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:HGNC Symbol;Acc:HGNC:9275]
ENSG00000100625.9	protein_coding	SIX4	SIX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:10890]
ENSG00000100626.17	protein_coding	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]
ENSG00000100628.12	protein_coding	ASB2	ankyrin repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:16012]
ENSG00000100629.17	protein_coding	CEP128	centrosomal protein 128 [Source:HGNC Symbol;Acc:HGNC:20359]
ENSG00000100632.11	protein_coding	ERH	ERH mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]
ENSG00000100644.17	protein_coding	HIF1A	hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]
ENSG00000100647.8	protein_coding	SUSD6	sushi domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19956]
ENSG00000100650.16	protein_coding	SRSF5	serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]
ENSG00000100652.5	protein_coding	SLC10A1	solute carrier family 10 member 1 [Source:HGNC Symbol;Acc:HGNC:10905]
ENSG00000100664.11	protein_coding	EIF5	eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]
ENSG00000100665.12	protein_coding	SERPINA4	serpin family A member 4 [Source:HGNC Symbol;Acc:HGNC:8948]
ENSG00000100678.20	protein_coding	SLC8A3	solute carrier family 8 member A3 [Source:HGNC Symbol;Acc:HGNC:11070]
ENSG00000100697.17	protein_coding	DICER1	dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]
ENSG00000100711.14	protein_coding	ZFYVE21	zinc finger FYVE-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20760]
ENSG00000100714.18	protein_coding	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]
ENSG00000100721.11	protein_coding	TCL1A	TCL1 family AKT coactivator A [Source:HGNC Symbol;Acc:HGNC:11648]
ENSG00000100722.20	protein_coding	ZC3H14	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]
ENSG00000100726.15	protein_coding	TELO2	telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
ENSG00000100731.16	protein_coding	PCNX1	pecanex 1 [Source:HGNC Symbol;Acc:HGNC:19740]
ENSG00000100739.11	protein_coding	BDKRB1	bradykinin receptor B1 [Source:HGNC Symbol;Acc:HGNC:1029]
ENSG00000100744.15	protein_coding	GSKIP	GSK3B interacting protein [Source:HGNC Symbol;Acc:HGNC:20343]
ENSG00000100749.9	protein_coding	VRK1	VRK serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718]
ENSG00000100764.14	protein_coding	PSMC1	proteasome 26S subunit, ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9547]
ENSG00000100767.17	protein_coding	PAPLN	papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]
ENSG00000100784.12	protein_coding	RPS6KA5	ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]
ENSG00000100796.18	protein_coding	PPP4R3A	protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219]
ENSG00000100802.15	protein_coding	C14orf93	chromosome 14 open reading frame 93 [Source:HGNC Symbol;Acc:HGNC:20162]
ENSG00000100804.19	protein_coding	PSMB5	proteasome 20S subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:9542]
ENSG00000100811.15	protein_coding	YY1	YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]
ENSG00000100813.15	protein_coding	ACIN1	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]
ENSG00000100814.18	protein_coding	CCNB1IP1	cyclin B1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19437]
ENSG00000100815.12	protein_coding	TRIP11	thyroid hormone receptor interactor 11 [Source:HGNC Symbol;Acc:HGNC:12305]
ENSG00000100823.12	protein_coding	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]
ENSG00000100836.11	protein_coding	PABPN1	poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]
ENSG00000100842.13	protein_coding	EFS	embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:HGNC:16898]
ENSG00000100852.14	protein_coding	ARHGAP5	Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675]
ENSG00000100865.15	protein_coding	CINP	cyclin dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:23789]
ENSG00000100867.15	protein_coding	DHRS2	dehydrogenase/reductase 2 [Source:HGNC Symbol;Acc:HGNC:18349]
ENSG00000100883.13	protein_coding	SRP54	signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]
ENSG00000100884.10	protein_coding	CPNE6	copine 6 [Source:HGNC Symbol;Acc:HGNC:2319]
ENSG00000100888.15	protein_coding	CHD8	chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]
ENSG00000100889.12	protein_coding	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]
ENSG00000100890.16	protein_coding	PRORP	protein only RNase P catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19958]
ENSG00000100897.18	protein_coding	DCAF11	DDB1 and CUL4 associated factor 11 [Source:HGNC Symbol;Acc:HGNC:20258]
ENSG00000100902.11	protein_coding	PSMA6	proteasome 20S subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:9535]
ENSG00000100906.12	protein_coding	NFKBIA	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]
ENSG00000100908.14	protein_coding	EMC9	ER membrane protein complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:20273]
ENSG00000100911.16	protein_coding	PSME2	proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569]
ENSG00000100916.14	protein_coding	BRMS1L	BRMS1 like transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:20512]
ENSG00000100918.14	protein_coding	REC8	REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]
ENSG00000100926.15	protein_coding	TM9SF1	transmembrane 9 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11864]
ENSG00000100934.15	protein_coding	SEC23A	SEC23 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10701]
ENSG00000100938.19	protein_coding	GMPR2	guanosine monophosphate reductase 2 [Source:HGNC Symbol;Acc:HGNC:4377]
ENSG00000100941.9	protein_coding	PNN	pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]
ENSG00000100949.15	protein_coding	RABGGTA	Rab geranylgeranyltransferase subunit alpha [Source:HGNC Symbol;Acc:HGNC:9795]
ENSG00000100968.14	protein_coding	NFATC4	nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]
ENSG00000102189.17	protein_coding	EEA1	early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]
ENSG00000102445.20	protein_coding	RUBCNL	rubicon like autophagy enhancer [Source:HGNC Symbol;Acc:HGNC:20420]
ENSG00000102452.18	protein_coding	NALCN	sodium leak channel, non-selective [Source:HGNC Symbol;Acc:HGNC:19082]
ENSG00000102468.11	protein_coding	HTR2A	5-hydroxytryptamine receptor 2A [Source:HGNC Symbol;Acc:HGNC:5293]
ENSG00000102471.16	protein_coding	NDFIP2	Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537]
ENSG00000102524.12	protein_coding	TNFSF13B	TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929]
ENSG00000102531.16	protein_coding	FNDC3A	fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]
ENSG00000102539.5	protein_coding	MLNR	motilin receptor [Source:HGNC Symbol;Acc:HGNC:4495]
ENSG00000102543.14	protein_coding	CDADC1	cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299]
ENSG00000102547.19	protein_coding	CAB39L	calcium binding protein 39 like [Source:HGNC Symbol;Acc:HGNC:20290]
ENSG00000102554.14	protein_coding	KLF5	KLF transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]
ENSG00000102572.15	protein_coding	STK24	serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]
ENSG00000102580.15	protein_coding	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]
ENSG00000102595.21	protein_coding	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15664]
ENSG00000102606.20	protein_coding	ARHGEF7	Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607]
ENSG00000102678.7	protein_coding	FGF9	fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687]
ENSG00000102683.8	protein_coding	SGCG	sarcoglycan gamma [Source:HGNC Symbol;Acc:HGNC:10809]
ENSG00000102699.6	protein_coding	PARP4	poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271]
ENSG00000102710.21	protein_coding	SUPT20H	SPT20 homolog, SAGA complex component [Source:HGNC Symbol;Acc:HGNC:20596]
ENSG00000102738.8	protein_coding	MRPS31	mitochondrial ribosomal protein S31 [Source:HGNC Symbol;Acc:HGNC:16632]
ENSG00000102753.10	protein_coding	KPNA3	karyopherin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6396]
ENSG00000102760.13	protein_coding	RGCC	regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]
ENSG00000102763.18	protein_coding	VWA8	von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]
ENSG00000102780.17	protein_coding	DGKH	diacylglycerol kinase eta [Source:HGNC Symbol;Acc:HGNC:2854]
ENSG00000102781.14	protein_coding	KATNAL1	katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]
ENSG00000102786.15	protein_coding	INTS6	integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]
ENSG00000102794.10	protein_coding	ACOD1	aconitate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:33904]
ENSG00000102796.12	protein_coding	DHRS12	dehydrogenase/reductase 12 [Source:HGNC Symbol;Acc:HGNC:25832]
ENSG00000102802.10	protein_coding	MEDAG	mesenteric estrogen dependent adipogenesis [Source:HGNC Symbol;Acc:HGNC:25926]
ENSG00000102804.15	protein_coding	TSC22D1	TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]
ENSG00000102805.16	protein_coding	CLN5	CLN5 intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076]
ENSG00000102837.7	protein_coding	OLFM4	olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]
ENSG00000102854.16	protein_coding	MSLN	mesothelin [Source:HGNC Symbol;Acc:HGNC:7371]
ENSG00000102858.13	protein_coding	MGRN1	mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]
ENSG00000102870.6	protein_coding	ZNF629	zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]
ENSG00000102871.16	protein_coding	TRADD	TNFRSF1A associated via death domain [Source:HGNC Symbol;Acc:HGNC:12030]
ENSG00000102878.18	protein_coding	HSF4	heat shock transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:5227]
ENSG00000102879.17	protein_coding	CORO1A	coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]
ENSG00000102882.12	protein_coding	MAPK3	mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]
ENSG00000102886.15	protein_coding	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28638]
ENSG00000102890.16	protein_coding	ELMO3	engulfment and cell motility 3 [Source:HGNC Symbol;Acc:HGNC:17289]
ENSG00000102891.4	protein_coding	MT4	metallothionein 4 [Source:HGNC Symbol;Acc:HGNC:18705]
ENSG00000102893.18	protein_coding	PHKB	phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927]
ENSG00000102897.10	protein_coding	LYRM1	LYR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25074]
ENSG00000102898.13	protein_coding	NUTF2	nuclear transport factor 2 [Source:HGNC Symbol;Acc:HGNC:13722]
ENSG00000102900.13	protein_coding	NUP93	nucleoporin 93 [Source:HGNC Symbol;Acc:HGNC:28958]
ENSG00000102901.13	protein_coding	CENPT	centromere protein T [Source:HGNC Symbol;Acc:HGNC:25787]
ENSG00000102904.15	protein_coding	TSNAXIP1	translin associated factor X interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18586]
ENSG00000102908.23	protein_coding	NFAT5	nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]
ENSG00000102910.14	protein_coding	LONP2	lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]
ENSG00000102921.8	protein_coding	N4BP1	NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]
ENSG00000102924.12	protein_coding	CBLN1	cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]
ENSG00000102931.8	protein_coding	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]
ENSG00000102934.10	protein_coding	PLLP	plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]
ENSG00000102935.12	protein_coding	ZNF423	zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762]
ENSG00000102962.5	protein_coding	CCL22	C-C motif chemokine ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621]
ENSG00000102967.12	protein_coding	DHODH	dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867]
ENSG00000102970.11	protein_coding	CCL17	C-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:10615]
ENSG00000102974.16	protein_coding	CTCF	CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]
ENSG00000102977.18	protein_coding	ACD	ACD shelterin complex subunit and telomerase recruitment factor [Source:HGNC Symbol;Acc:HGNC:25070]
ENSG00000102978.13	protein_coding	POLR2C	RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189]
ENSG00000102981.10	protein_coding	PARD6A	par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:HGNC:15943]
ENSG00000102984.15	protein_coding	ZNF821	zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]
ENSG00000102996.5	protein_coding	MMP15	matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161]
ENSG00000103005.13	protein_coding	USB1	U6 snRNA biogenesis phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:25792]
ENSG00000103018.18	protein_coding	CYB5B	cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]
ENSG00000103021.10	protein_coding	CCDC113	coiled-coil domain containing 113 [Source:HGNC Symbol;Acc:HGNC:25002]
ENSG00000103023.12	protein_coding	PRSS54	serine protease 54 [Source:HGNC Symbol;Acc:HGNC:26336]
ENSG00000103024.8	protein_coding	NME3	NME/NM23 nucleoside diphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:7851]
ENSG00000103034.15	protein_coding	NDRG4	NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]
ENSG00000103035.11	protein_coding	PSMD7	proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]
ENSG00000103037.12	protein_coding	SETD6	SET domain containing 6, protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:26116]
ENSG00000103042.9	protein_coding	SLC38A7	solute carrier family 38 member 7 [Source:HGNC Symbol;Acc:HGNC:25582]
ENSG00000103043.15	protein_coding	VAC14	VAC14 component of PIKFYVE complex [Source:HGNC Symbol;Acc:HGNC:25507]
ENSG00000103044.11	protein_coding	HAS3	hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]
ENSG00000103047.8	protein_coding	TANGO6	transport and golgi organization 6 homolog [Source:HGNC Symbol;Acc:HGNC:25749]
ENSG00000103051.21	protein_coding	COG4	component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]
ENSG00000103056.12	protein_coding	SMPD3	sphingomyelin phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:14240]
ENSG00000103061.13	protein_coding	SLC7A6OS	solute carrier family 7 member 6 opposite strand [Source:HGNC Symbol;Acc:HGNC:25807]
ENSG00000103064.15	protein_coding	SLC7A6	solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]
ENSG00000103066.13	protein_coding	PLA2G15	phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]
ENSG00000103067.14	protein_coding	ESRP2	epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]
ENSG00000103089.9	protein_coding	FA2H	fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]
ENSG00000103091.15	protein_coding	WDR59	WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]
ENSG00000103111.15	protein_coding	MON1B	MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]
ENSG00000103121.9	protein_coding	CMC2	C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]
ENSG00000103126.15	protein_coding	AXIN1	axin 1 [Source:HGNC Symbol;Acc:HGNC:903]
ENSG00000103145.11	protein_coding	HCFC1R1	host cell factor C1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:21198]
ENSG00000103148.17	protein_coding	NPRL3	NPR3 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:14124]
ENSG00000103150.7	protein_coding	MLYCD	malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]
ENSG00000103152.12	protein_coding	MPG	N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]
ENSG00000103154.10	protein_coding	NECAB2	N-terminal EF-hand calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23746]
ENSG00000103160.12	protein_coding	HSDL1	hydroxysteroid dehydrogenase like 1 [Source:HGNC Symbol;Acc:HGNC:16475]
ENSG00000103168.17	protein_coding	TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:11534]
