gene	BeWo.CT	SCR.CT27	SCR.CT29	gene	gene_biotype	external_gene_name	description
ENSG00000168061	1	0	0	ENSG00000168061	protein_coding	SAC3D1	SAC3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30179]
ENSG00000168077	1	0	0	ENSG00000168077	protein_coding	SCARA3	scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]
ENSG00000168487	1	0	0	ENSG00000168487	protein_coding	BMP1	bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067]
ENSG00000168490	1	0	0	ENSG00000168490	protein_coding	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:HGNC:16865]
ENSG00000168496	1	0	0	ENSG00000168496	protein_coding	FEN1	flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650]
ENSG00000170122	1	0	0	ENSG00000170122	protein_coding	FOXD4	forkhead box D4 [Source:HGNC Symbol;Acc:HGNC:3805]
ENSG00000170324	1	0	0	ENSG00000170324	protein_coding	FRMPD2	FERM and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28572]
ENSG00000170777	1	0	0	ENSG00000170777	protein_coding	TPD52L3	TPD52 like 3 [Source:HGNC Symbol;Acc:HGNC:23382]
ENSG00000171631	1	0	0	ENSG00000171631	protein_coding	P2RY6	pyrimidinergic receptor P2Y6 [Source:HGNC Symbol;Acc:HGNC:8543]
ENSG00000172322	1	0	0	ENSG00000172322	protein_coding	CLEC12A	C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]
ENSG00000172817	1	0	0	ENSG00000172817	protein_coding	CYP7B1	cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652]
ENSG00000172893	1	0	0	ENSG00000172893	protein_coding	DHCR7	7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
ENSG00000173432	1	0	0	ENSG00000173432	protein_coding	SAA1	serum amyloid A1 [Source:HGNC Symbol;Acc:HGNC:10513]
ENSG00000173535	1	0	0	ENSG00000173535	protein_coding	TNFRSF10C	TNF receptor superfamily member 10c [Source:HGNC Symbol;Acc:HGNC:11906]
ENSG00000175305	1	0	0	ENSG00000175305	protein_coding	CCNE2	cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]
ENSG00000175564	1	0	0	ENSG00000175564	protein_coding	UCP3	uncoupling protein 3 [Source:HGNC Symbol;Acc:HGNC:12519]
ENSG00000175606	1	0	0	ENSG00000175606	protein_coding	TMEM70	transmembrane protein 70 [Source:HGNC Symbol;Acc:HGNC:26050]
ENSG00000175806	1	0	0	ENSG00000175806	protein_coding	MSRA	methionine sulfoxide reductase A [Source:HGNC Symbol;Acc:HGNC:7377]
ENSG00000176102	1	0	0	ENSG00000176102	protein_coding	CSTF3	cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485]
ENSG00000177106	1	0	0	ENSG00000177106	protein_coding	EPS8L2	EPS8 like 2 [Source:HGNC Symbol;Acc:HGNC:21296]
ENSG00000177283	1	0	0	ENSG00000177283	protein_coding	FZD8	frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]
ENSG00000177459	1	0	0	ENSG00000177459	protein_coding	ERICH5	glutamate rich 5 [Source:HGNC Symbol;Acc:HGNC:26823]
ENSG00000177595	1	0	0	ENSG00000177595	protein_coding	PIDD1	p53-induced death domain protein 1 [Source:HGNC Symbol;Acc:HGNC:16491]
ENSG00000177700	1	0	0	ENSG00000177700	protein_coding	POLR2L	RNA polymerase II, I and III subunit L [Source:HGNC Symbol;Acc:HGNC:9199]
ENSG00000179041	1	0	0	ENSG00000179041	protein_coding	RRS1	ribosome biogenesis regulator 1 homolog [Source:HGNC Symbol;Acc:HGNC:17083]
ENSG00000180071	1	0	0	ENSG00000180071	protein_coding	ANKRD18A	ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:HGNC:23643]
ENSG00000180447	1	0	0	ENSG00000180447	protein_coding	GAS1	growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]
ENSG00000182154	1	0	0	ENSG00000182154	protein_coding	MRPL41	mitochondrial ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:14492]
ENSG00000182326	1	0	0	ENSG00000182326	protein_coding	C1S	complement C1s [Source:HGNC Symbol;Acc:HGNC:1247]
ENSG00000182752	1	0	0	ENSG00000182752	protein_coding	PAPPA	pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]
ENSG00000182759	1	0	0	ENSG00000182759	protein_coding	MAFA	MAF bZIP transcription factor A [Source:HGNC Symbol;Acc:HGNC:23145]
ENSG00000183644	1	0	0	ENSG00000183644	protein_coding	HOATZ	HOATZ cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:25061]
ENSG00000183801	1	0	0	ENSG00000183801	protein_coding	OLFML1	olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]
ENSG00000184232	1	0	0	ENSG00000184232	protein_coding	OAF	out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]
ENSG00000184659	1	0	0	ENSG00000184659	protein_coding	FOXD4L4	forkhead box D4 like 4 [Source:HGNC Symbol;Acc:HGNC:23762]
ENSG00000184709	1	0	0	ENSG00000184709	protein_coding	LRRC26	leucine rich repeat containing 26 [Source:HGNC Symbol;Acc:HGNC:31409]
ENSG00000185972	1	0	0	ENSG00000185972	protein_coding	CCIN	calicin [Source:HGNC Symbol;Acc:HGNC:1568]
ENSG00000187569	1	0	0	ENSG00000187569	protein_coding	DPPA3	developmental pluripotency associated 3 [Source:HGNC Symbol;Acc:HGNC:19199]
ENSG00000188152	1	0	0	ENSG00000188152	protein_coding	NUTM2G	NUT family member 2G [Source:HGNC Symbol;Acc:HGNC:23449]
ENSG00000188385	1	0	0	ENSG00000188385	protein_coding	JAKMIP3	Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523]
ENSG00000188566	1	0	0	ENSG00000188566	protein_coding	NDOR1	NADPH dependent diflavin oxidoreductase 1 [Source:HGNC Symbol;Acc:HGNC:29838]
ENSG00000188613	1	0	0	ENSG00000188613	protein_coding	NANOS1	nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044]
ENSG00000196072	1	0	0	ENSG00000196072	protein_coding	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]
ENSG00000196152	1	0	0	ENSG00000196152	protein_coding	ZNF79	zinc finger protein 79 [Source:HGNC Symbol;Acc:HGNC:13153]
ENSG00000196990	1	0	0	ENSG00000196990	protein_coding	FAM163B	family with sequence similarity 163 member B [Source:HGNC Symbol;Acc:HGNC:33277]
ENSG00000197905	1	0	0	ENSG00000197905	protein_coding	TEAD4	TEA domain transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11717]
ENSG00000198569	1	0	0	ENSG00000198569	protein_coding	SLC34A3	solute carrier family 34 member 3 [Source:HGNC Symbol;Acc:HGNC:20305]
ENSG00000198964	1	0	0	ENSG00000198964	protein_coding	SGMS1	sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:HGNC:29799]
ENSG00000203772	1	0	0	ENSG00000203772	protein_coding	SPRN	shadow of prion protein [Source:HGNC Symbol;Acc:HGNC:16871]
ENSG00000204149	1	0	0	ENSG00000204149	protein_coding	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 [Source:HGNC Symbol;Acc:HGNC:23466]
ENSG00000204839	1	0	0	ENSG00000204839	protein_coding	MROH6	maestro heat like repeat family member 6 [Source:HGNC Symbol;Acc:HGNC:27814]
ENSG00000205592	1	0	0	ENSG00000205592	protein_coding	MUC19	mucin 19, oligomeric [Source:HGNC Symbol;Acc:HGNC:14362]
ENSG00000214954	1	0	0	ENSG00000214954	protein_coding	LRRC69	leucine rich repeat containing 69 [Source:HGNC Symbol;Acc:HGNC:34303]
ENSG00000233198	1	0	0	ENSG00000233198	protein_coding	RNF224	ring finger protein 224 [Source:HGNC Symbol;Acc:HGNC:41912]
ENSG00000234776	1	0	0	ENSG00000234776	protein_coding	C11orf94	chromosome 11 open reading frame 94 [Source:HGNC Symbol;Acc:HGNC:37213]
ENSG00000236543	1	0	0	ENSG00000236543	protein_coding		novel beta-lactoglobulin-like protein
ENSG00000254093	1	0	0	ENSG00000254093	protein_coding	PINX1	PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]
ENSG00000261587	1	0	0	ENSG00000261587	protein_coding	TMEM249	transmembrane protein 249 [Source:HGNC Symbol;Acc:HGNC:44155]
ENSG00000264230	1	0	0	ENSG00000264230	protein_coding	ANXA8L1	annexin A8 like 1 [Source:HGNC Symbol;Acc:HGNC:23334]
ENSG00000265190	1	0	0	ENSG00000265190	protein_coding	ANXA8	annexin A8 [Source:HGNC Symbol;Acc:HGNC:546]
ENSG00000283526	1	0	0	ENSG00000283526	protein_coding	PRRT1B	proline rich transmembrane protein 1B [Source:HGNC Symbol;Acc:HGNC:53642]
ENSG00000286112	1	0	0	ENSG00000286112	protein_coding		kynurenine aminotransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:883]
ENSG00000288675	1	0	0	ENSG00000288675	protein_coding	PANO1	proapoptotic nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:51237]
ENSG00000006327	1	0	0	ENSG00000006327	protein_coding	TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]
ENSG00000007171	1	0	0	ENSG00000007171	protein_coding	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]
ENSG00000007237	1	1	1	ENSG00000007237	protein_coding	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]
ENSG00000007376	1	0	0	ENSG00000007376	protein_coding	RPUSD1	RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]
ENSG00000033011	1	0	0	ENSG00000033011	protein_coding	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294]
ENSG00000037897	1	0	0	ENSG00000037897	protein_coding	METTL1	methyltransferase 1, tRNA methylguanosine [Source:HGNC Symbol;Acc:HGNC:7030]
ENSG00000040199	1	0	0	ENSG00000040199	protein_coding	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]
ENSG00000049130	1	0	0	ENSG00000049130	protein_coding	KITLG	KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343]
ENSG00000058335	1	0	0	ENSG00000058335	protein_coding	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]
ENSG00000059145	1	0	0	ENSG00000059145	protein_coding	UNKL	unk like zinc finger [Source:HGNC Symbol;Acc:HGNC:14184]
ENSG00000063761	1	0	0	ENSG00000063761	protein_coding	ADCK1	aarF domain containing kinase 1 [Source:HGNC Symbol;Acc:HGNC:19038]
ENSG00000066629	1	0	0	ENSG00000066629	protein_coding	EML1	EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]
ENSG00000070526	1	0	0	ENSG00000070526	protein_coding	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23614]
ENSG00000070961	1	0	0	ENSG00000070961	protein_coding	ATP2B1	ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]
ENSG00000072310	1	0	0	ENSG00000072310	protein_coding	SREBF1	sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11289]
ENSG00000074590	1	0	0	ENSG00000074590	protein_coding	NUAK1	NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]
ENSG00000075131	1	0	0	ENSG00000075131	protein_coding	TIPIN	TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750]
ENSG00000089486	1	0	0	ENSG00000089486	protein_coding	CDIP1	cell death inducing p53 target 1 [Source:HGNC Symbol;Acc:HGNC:13234]
ENSG00000100678	1	0	0	ENSG00000100678	protein_coding	SLC8A3	solute carrier family 8 member A3 [Source:HGNC Symbol;Acc:HGNC:11070]
ENSG00000102547	1	0	0	ENSG00000102547	protein_coding	CAB39L	calcium binding protein 39 like [Source:HGNC Symbol;Acc:HGNC:20290]
ENSG00000102931	1	0	0	ENSG00000102931	protein_coding	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]
ENSG00000103064	1	0	0	ENSG00000103064	protein_coding	SLC7A6	solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]
ENSG00000103184	1	0	0	ENSG00000103184	protein_coding	SEC14L5	SEC14 like lipid binding 5 [Source:HGNC Symbol;Acc:HGNC:29032]
ENSG00000103254	1	0	0	ENSG00000103254	protein_coding	ANTKMT	adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]
ENSG00000103591	1	0	0	ENSG00000103591	protein_coding	AAGAB	alpha and gamma adaptin binding protein [Source:HGNC Symbol;Acc:HGNC:25662]
ENSG00000103723	1	0	0	ENSG00000103723	protein_coding	AP3B2	adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]
ENSG00000104131	1	0	0	ENSG00000104131	protein_coding	EIF3J	eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]
ENSG00000104140	1	0	0	ENSG00000104140	protein_coding	RHOV	ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]
ENSG00000104142	1	0	0	ENSG00000104142	protein_coding	VPS18	VPS18 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:15972]
ENSG00000108255	1	0	0	ENSG00000108255	protein_coding	CRYBA1	crystallin beta A1 [Source:HGNC Symbol;Acc:HGNC:2394]
ENSG00000108561	1	0	0	ENSG00000108561	protein_coding	C1QBP	complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243]
ENSG00000108576	1	0	0	ENSG00000108576	protein_coding	SLC6A4	solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]
ENSG00000108852	1	0	0	ENSG00000108852	protein_coding	MPP2	MAGUK p55 scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:7220]
ENSG00000109063	1	0	0	ENSG00000109063	protein_coding	MYH3	myosin heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:7573]
ENSG00000109072	1	0	0	ENSG00000109072	protein_coding	VTN	vitronectin [Source:HGNC Symbol;Acc:HGNC:12724]
ENSG00000111012	1	0	0	ENSG00000111012	protein_coding	CYP27B1	cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606]
ENSG00000111344	1	0	0	ENSG00000111344	protein_coding	RASAL1	RAS protein activator like 1 [Source:HGNC Symbol;Acc:HGNC:9873]
ENSG00000111490	1	0	0	ENSG00000111490	protein_coding	TBC1D30	TBC1 domain family member 30 [Source:HGNC Symbol;Acc:HGNC:29164]
ENSG00000111666	1	0	0	ENSG00000111666	protein_coding	CHPT1	choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]
ENSG00000111725	1	0	0	ENSG00000111725	protein_coding	PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9378]
ENSG00000118894	1	0	0	ENSG00000118894	protein_coding	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:32221]
ENSG00000120694	1	0	0	ENSG00000120694	protein_coding	HSPH1	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]
ENSG00000120800	1	0	0	ENSG00000120800	protein_coding	UTP20	UTP20 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]
ENSG00000121068	1	0	0	ENSG00000121068	protein_coding	TBX2	T-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11597]
ENSG00000122034	1	0	0	ENSG00000122034	protein_coding	GTF3A	general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]
ENSG00000123342	1	0	0	ENSG00000123342	protein_coding	MMP19	matrix metallopeptidase 19 [Source:HGNC Symbol;Acc:HGNC:7165]
ENSG00000124067	1	0	0	ENSG00000124067	protein_coding	SLC12A4	solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913]
ENSG00000125148	1	0	0	ENSG00000125148	protein_coding	MT2A	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
ENSG00000127325	1	0	0	ENSG00000127325	protein_coding	BEST3	bestrophin 3 [Source:HGNC Symbol;Acc:HGNC:17105]
ENSG00000127578	1	0	0	ENSG00000127578	protein_coding	WFIKKN1	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30912]
ENSG00000127588	1	0	0	ENSG00000127588	protein_coding	GNG13	G protein subunit gamma 13 [Source:HGNC Symbol;Acc:HGNC:14131]
ENSG00000129195	1	0	0	ENSG00000129195	protein_coding	PIMREG	PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483]
ENSG00000129255	1	0	0	ENSG00000129255	protein_coding	MPDU1	mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207]
ENSG00000129493	1	0	0	ENSG00000129493	protein_coding	HEATR5A	HEAT repeat containing 5A [Source:HGNC Symbol;Acc:HGNC:20276]
ENSG00000129646	1	0	0	ENSG00000129646	protein_coding	QRICH2	glutamine rich 2 [Source:HGNC Symbol;Acc:HGNC:25326]
ENSG00000131153	1	0	0	ENSG00000131153	protein_coding	GINS2	GINS complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24575]
ENSG00000131467	1	0	0	ENSG00000131467	protein_coding	PSME3	proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570]
ENSG00000131979	1	0	0	ENSG00000131979	protein_coding	GCH1	GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]
ENSG00000131981	1	0	0	ENSG00000131981	protein_coding	LGALS3	galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
ENSG00000132382	1	0	0	ENSG00000132382	protein_coding	MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]
ENSG00000132522	1	0	0	ENSG00000132522	protein_coding	GPS2	G protein pathway suppressor 2 [Source:HGNC Symbol;Acc:HGNC:4550]
ENSG00000132603	1	0	0	ENSG00000132603	protein_coding	NIP7	nucleolar pre-rRNA processing protein NIP7 [Source:HGNC Symbol;Acc:HGNC:24328]
ENSG00000132932	1	0	0	ENSG00000132932	protein_coding	ATP8A2	ATPase phospholipid transporting 8A2 [Source:HGNC Symbol;Acc:HGNC:13533]
ENSG00000132972	1	0	0	ENSG00000132972	protein_coding	RNF17	ring finger protein 17 [Source:HGNC Symbol;Acc:HGNC:10060]
ENSG00000133983	1	0	0	ENSG00000133983	protein_coding	COX16	cytochrome c oxidase assembly factor COX16 [Source:HGNC Symbol;Acc:HGNC:20213]
ENSG00000135127	1	0	0	ENSG00000135127	protein_coding	BICDL1	BICD family like cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:28095]
ENSG00000135437	1	0	0	ENSG00000135437	protein_coding	RDH5	retinol dehydrogenase 5 [Source:HGNC Symbol;Acc:HGNC:9940]
ENSG00000135679	1	0	0	ENSG00000135679	protein_coding	MDM2	MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]
ENSG00000135723	1	0	0	ENSG00000135723	protein_coding	FHOD1	formin homology 2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17905]
ENSG00000135736	1	0	0	ENSG00000135736	protein_coding	CCDC102A	coiled-coil domain containing 102A [Source:HGNC Symbol;Acc:HGNC:28097]
ENSG00000136114	1	0	0	ENSG00000136114	protein_coding	THSD1	thrombospondin type 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17754]
ENSG00000136490	1	0	0	ENSG00000136490	protein_coding	LIMD2	LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
ENSG00000137807	1	0	0	ENSG00000137807	protein_coding	KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]
ENSG00000139351	1	0	0	ENSG00000139351	protein_coding	SYCP3	synaptonemal complex protein 3 [Source:HGNC Symbol;Acc:HGNC:18130]
ENSG00000139438	1	0	1	ENSG00000139438	protein_coding	FAM222A	family with sequence similarity 222 member A [Source:HGNC Symbol;Acc:HGNC:25915]
ENSG00000139800	1	0	0	ENSG00000139800	protein_coding	ZIC5	Zic family member 5 [Source:HGNC Symbol;Acc:HGNC:20322]
ENSG00000140307	1	0	0	ENSG00000140307	protein_coding	GTF2A2	general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]
ENSG00000140795	1	0	0	ENSG00000140795	protein_coding	MYLK3	myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826]
ENSG00000140859	1	0	0	ENSG00000140859	protein_coding	KIFC3	kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]
ENSG00000140961	1	0	0	ENSG00000140961	protein_coding	OSGIN1	oxidative stress induced growth inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30093]
ENSG00000141076	1	0	0	ENSG00000141076	protein_coding	UTP4	UTP4 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]
ENSG00000150990	1	0	0	ENSG00000150990	protein_coding	DHX37	DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210]
ENSG00000151131	1	0	0	ENSG00000151131	protein_coding	NOPCHAP1	NOP protein chaperone 1 [Source:HGNC Symbol;Acc:HGNC:28628]
ENSG00000153060	1	0	0	ENSG00000153060	protein_coding	TEKT5	tektin 5 [Source:HGNC Symbol;Acc:HGNC:26554]
ENSG00000157423	1	0	0	ENSG00000157423	protein_coding	HYDIN	HYDIN axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]
ENSG00000159199	1	0	0	ENSG00000159199	protein_coding	ATP5MC1	ATP synthase membrane subunit c locus 1 [Source:HGNC Symbol;Acc:HGNC:841]
ENSG00000160602	1	0	0	ENSG00000160602	protein_coding	NEK8	NIMA related kinase 8 [Source:HGNC Symbol;Acc:HGNC:13387]
ENSG00000160606	1	0	0	ENSG00000160606	protein_coding	TLCD1	TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177]
ENSG00000161509	1	0	0	ENSG00000161509	protein_coding	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C [Source:HGNC Symbol;Acc:HGNC:4587]
ENSG00000161513	1	0	0	ENSG00000161513	protein_coding	FDXR	ferredoxin reductase [Source:HGNC Symbol;Acc:HGNC:3642]
ENSG00000161544	1	0	0	ENSG00000161544	protein_coding	CYGB	cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]
ENSG00000161973	1	0	0	ENSG00000161973	protein_coding	CCDC42	coiled-coil domain containing 42 [Source:HGNC Symbol;Acc:HGNC:26528]
ENSG00000161980	1	0	0	ENSG00000161980	protein_coding	POLR3K	RNA polymerase III subunit K [Source:HGNC Symbol;Acc:HGNC:14121]
ENSG00000162004	1	0	0	ENSG00000162004	protein_coding	CCDC78	coiled-coil domain containing 78 [Source:HGNC Symbol;Acc:HGNC:14153]
ENSG00000162063	1	0	0	ENSG00000162063	protein_coding	CCNF	cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]
ENSG00000165480	1	0	0	ENSG00000165480	protein_coding	SKA3	spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262]
ENSG00000165556	1	0	0	ENSG00000165556	protein_coding	CDX2	caudal type homeobox 2 [Source:HGNC Symbol;Acc:HGNC:1806]
ENSG00000166130	1	0	0	ENSG00000166130	protein_coding	IKBIP	IKBKB interacting protein [Source:HGNC Symbol;Acc:HGNC:26430]
ENSG00000166143	1	0	0	ENSG00000166143	protein_coding	PPP1R14D	protein phosphatase 1 regulatory inhibitor subunit 14D [Source:HGNC Symbol;Acc:HGNC:14953]
ENSG00000166166	1	0	0	ENSG00000166166	protein_coding	TRMT61A	tRNA methyltransferase 61A [Source:HGNC Symbol;Acc:HGNC:23790]
ENSG00000166451	1	0	0	ENSG00000166451	protein_coding	CENPN	centromere protein N [Source:HGNC Symbol;Acc:HGNC:30873]
ENSG00000166823	1	0	0	ENSG00000166823	protein_coding	MESP1	mesoderm posterior bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:29658]
ENSG00000166963	1	0	1	ENSG00000166963	protein_coding	MAP1A	microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]
ENSG00000167523	1	0	0	ENSG00000167523	protein_coding	SPATA33	spermatogenesis associated 33 [Source:HGNC Symbol;Acc:HGNC:26463]
ENSG00000169105	1	0	0	ENSG00000169105	protein_coding	CHST14	carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]
ENSG00000169594	1	0	0	ENSG00000169594	protein_coding	BNC1	basonuclin 1 [Source:HGNC Symbol;Acc:HGNC:1081]
ENSG00000169684	1	0	0	ENSG00000169684	protein_coding	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit [Source:HGNC Symbol;Acc:HGNC:1959]
ENSG00000169715	1	0	0	ENSG00000169715	protein_coding	MT1E	metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]
ENSG00000170100	1	0	0	ENSG00000170100	protein_coding	ZNF778	zinc finger protein 778 [Source:HGNC Symbol;Acc:HGNC:26479]
ENSG00000170468	1	0	0	ENSG00000170468	protein_coding	RIOX1	ribosomal oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:20968]
ENSG00000170515	1	0	0	ENSG00000170515	protein_coding	PA2G4	proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]
ENSG00000170855	1	0	0	ENSG00000170855	protein_coding	TRIAP1	TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937]
ENSG00000172366	1	0	0	ENSG00000172366	protein_coding	MCRIP2	MAPK regulated corepressor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:14142]
ENSG00000174446	1	0	0	ENSG00000174446	protein_coding	SNAPC5	small nuclear RNA activating complex polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:15484]
ENSG00000174628	1	0	0	ENSG00000174628	protein_coding	IQCK	IQ motif containing K [Source:HGNC Symbol;Acc:HGNC:28556]
ENSG00000176894	1	0	0	ENSG00000176894	protein_coding	PXMP2	peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]
ENSG00000176974	1	0	0	ENSG00000176974	protein_coding	SHMT1	serine hydroxymethyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10850]
ENSG00000177192	1	0	0	ENSG00000177192	protein_coding	PUS1	pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]
ENSG00000178882	1	0	0	ENSG00000178882	protein_coding	RFLNA	refilin A [Source:HGNC Symbol;Acc:HGNC:27051]
ENSG00000179588	1	0	0	ENSG00000179588	protein_coding	ZFPM1	zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]
ENSG00000179958	1	0	0	ENSG00000179958	protein_coding	DCTPP1	dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]
